id,host_id,accommodates,bedrooms,beds,number_of_reviews,calculated_host_listings_count,availability_30,minimum_nights,bathrooms,Apartment,Bed & Breakfast,Boat,Boutique hotel,Bungalow,Cabin,Camper/RV,Chalet,Condominium,Dorm,Guesthouse,Hostel,House,Hut,Loft,Other,Serviced apartment,Townhouse,Villa,Yurt,Entire home/apt,Private room,Shared room,Airbed,Couch,Futon,Pull-out Sofa,Real Bed,20-29,40-49,50-59,60-69,70-79,80-84,85-89,90-94,95-100,price,price_log
4926673,21348537,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.4862130487984109,-0.20870895318193736,-0.5148771472308398,1.396934565851925,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,40,3.6888794541139363
2174139,11090651,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.26531856018083194,-0.20870895318193736,0.17821138455135213,0.018675624680914396,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,115,4.74493212836325
17654056,18293508,0.7461834898371901,0.6147300302684826,0.06551755600539821,-0.5138248598756082,-0.20870895318193736,-0.5148771472308398,-0.1066206426982684,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,100,4.605170185988092
17539225,118967574,0.7461834898371901,0.6147300302684826,0.06551755600539821,-0.45860123772121353,-0.20870895318193736,-0.2838476366367758,-0.1066206426982684,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,140,4.941642422609304
2047323,10495663,0.7461834898371901,3.0205560596593055,2.799343633928491,-0.3205421823352267,-0.20870895318193736,-0.5148771472308398,0.1439718920600972,2.4311320622433796,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,350,5.857933154483459
4435135,22801166,0.7461834898371901,0.6147300302684826,0.06551755600539821,-0.29293037125802934,-0.20870895318193736,-0.5148771472308398,-0.1066206426982684,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,175,5.1647859739235145
3217966,15197662,0.04045756385990482,-0.5881829844269288,0.06551755600539821,2.606309791847694,0.033805707432153956,-0.2838476366367758,-0.2319169100774512,-1.742485211994182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,100,4.605170185988092
15579126,8198264,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.5138248598756082,-0.20870895318193736,-0.5148771472308398,-0.1066206426982684,2.4311320622433796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,140,4.941642422609304
9874608,15074907,0.7461834898371901,3.0205560596593055,1.4324305949669445,-0.5414366709528057,-0.20870895318193736,-0.5148771472308398,-0.1066206426982684,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,300,5.703782474656201
13661461,14183886,0.04045756385990482,-0.5881829844269288,-0.6179389634753749,-0.5138248598756082,2.09518032265193,-0.5148771472308398,0.018675624680914396,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,140,4.941642422609304
6070927,3660679,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.4033776155668188,-0.20870895318193736,-0.5148771472308398,0.26926815943928,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,110,4.700480365792417
13863250,32960785,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.4862130487984109,-0.20870895318193736,-0.5148771472308398,-0.1066206426982684,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,120,4.787491742782046
6143603,31868622,-0.6652683621173804,0.6147300302684826,-0.6179389634753749,-0.4309894266440161,-0.20870895318193736,-0.2838476366367758,0.26926815943928,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,99,4.59511985013459
2005996,7261788,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,5.118984599872655,-0.08745162287489171,-0.2838476366367758,-0.1066206426982684,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,74,4.30406509320417
5950879,5769652,0.7461834898371901,0.6147300302684826,0.06551755600539821,0.06602317274553646,-0.20870895318193736,-0.5148771472308398,-0.1066206426982684,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,215,5.3706380281276624
10997159,16430570,0.7461834898371901,1.817643044963894,1.4324305949669445,-0.5414366709528057,-0.20870895318193736,-0.5148771472308398,0.26926815943928,1.0399263041641926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,129,4.859812404361672
13057640,12147206,-0.6652683621173804,-0.5881829844269288,0.06551755600539821,-0.21009493802643722,-0.20870895318193736,-0.5148771472308398,-0.1066206426982684,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,180,5.19295685089021
8659596,2694878,0.7461834898371901,0.6147300302684826,0.06551755600539821,-0.5414366709528057,-0.20870895318193736,-0.5148771472308398,-0.2319169100774512,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,200,5.298317366548036
2469007,12627558,0.7461834898371901,0.6147300302684826,0.06551755600539821,0.2869176613631154,-0.20870895318193736,3.1815950222741836,0.018675624680914396,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,169,5.1298987149230735
8375536,27610214,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.26531856018083194,-0.20870895318193736,-0.052818126042711855,-0.1066206426982684,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,119,4.77912349311153
8233604,859417,0.7461834898371901,0.6147300302684826,1.4324305949669445,-0.34815399341242403,-0.20870895318193736,-0.5148771472308398,-0.1066206426982684,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,189,5.241747015059643
7744120,11730229,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.01681226048605564,-0.20870895318193736,-0.5148771472308398,0.018675624680914396,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,112,4.718498871295094
11171087,8795077,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.4862130487984109,-0.08745162287489171,-0.5148771472308398,-0.1066206426982684,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,99,4.59511985013459
9223760,45344564,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.09964769371764774,-0.08745162287489171,-0.5148771472308398,-0.2319169100774512,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,69,4.23410650459726
1326658,6469405,0.7461834898371901,-0.5881829844269288,0.06551755600539821,1.170495615833431,-0.20870895318193736,0.4092408951454161,0.018675624680914396,-0.3512794539149947,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,100,4.605170185988092
13138677,23156884,0.7461834898371901,1.817643044963894,1.4324305949669445,-0.4862130487984109,-0.20870895318193736,-0.5148771472308398,-0.1066206426982684,1.0399263041641926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,150,5.0106352940962555
11773527,4545258,0.04045756385990482,-0.5881829844269288,0.06551755600539821,-0.4033776155668188,-0.20870895318193736,-0.2838476366367758,-0.1066206426982684,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,85,4.442651256490317
11517521,19057802,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.4862130487984109,-0.20870895318193736,-0.2838476366367758,-0.2319169100774512,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,90,4.499809670330265
2633582,3721901,0.04045756385990482,-0.5881829844269288,0.06551755600539821,3.1585460133916414,-0.08745162287489171,0.17821138455135213,-0.1066206426982684,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,97,4.574710978503383
11614207,45024401,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.26531856018083194,-0.20870895318193736,0.64027040573948,-0.2319169100774512,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,73,4.290459441148391
3001581,15298885,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.34815399341242403,-0.20870895318193736,-0.5148771472308398,0.018675624680914396,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,99,4.59511985013459
14326318,87246571,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.5138248598756082,-0.20870895318193736,1.7954179587098,-0.1066206426982684,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,65,4.174387269895637
15368844,86982116,0.04045756385990482,-0.5881829844269288,0.7489740754861713,-0.4033776155668188,-0.20870895318193736,0.64027040573948,0.018675624680914396,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,120,4.787491742782046
12963180,9275200,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.5414366709528057,-0.20870895318193736,-0.5148771472308398,-0.1066206426982684,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,120,4.787491742782046
3814846,4838365,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,0.1212467948999312,-0.20870895318193736,-0.5148771472308398,-0.2319169100774512,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,100,4.605170185988092
6242853,7773805,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.34815399341242403,-0.20870895318193736,-0.052818126042711855,0.39456442681846277,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,99,4.59511985013459
16141651,24294002,0.7461834898371901,-0.5881829844269288,0.06551755600539821,-0.5414366709528057,-0.20870895318193736,-0.2838476366367758,-0.1066206426982684,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,120,4.787491742782046
7781948,11172189,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.45860123772121353,-0.20870895318193736,-0.2838476366367758,-0.1066206426982684,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,100,4.605170185988092
9216119,7594884,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.21009493802643722,3.0652389651082954,-0.5148771472308398,0.1439718920600972,-0.3512794539149947,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,99,4.59511985013459
4557044,23623590,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,0.7010948275210759,-0.20870895318193736,-0.2838476366367758,-0.1066206426982684,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90,4.499809670330265
12604401,31661093,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.5414366709528057,-0.20870895318193736,-0.5148771472308398,-0.1066206426982684,2.4311320622433796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,49,3.8918202981106265
4502661,10154967,0.04045756385990482,0.6147300302684826,0.06551755600539821,-0.34815399341242403,-0.08745162287489171,-0.5148771472308398,0.1439718920600972,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,89,4.48863636973214
7357283,38546846,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.4033776155668188,-0.20870895318193736,0.8712999163335441,-0.1066206426982684,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,85,4.442651256490317
16876655,18202623,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.5138248598756082,-0.20870895318193736,0.4092408951454161,-0.1066206426982684,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,70,4.248495242049359
9292601,5020644,-0.6652683621173804,-0.5881829844269288,0.06551755600539821,0.0384113616683391,-0.20870895318193736,-0.5148771472308398,-0.2319169100774512,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,110,4.700480365792417
11580852,60909308,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.3205421823352267,-0.20870895318193736,-0.5148771472308398,-0.1066206426982684,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,90,4.499809670330265
14117599,36070529,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.34815399341242403,-0.20870895318193736,2.2574769798979277,-0.2319169100774512,1.0399263041641926,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,40,3.6888794541139363
7303805,23023786,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.37576580448962144,-0.08745162287489171,-0.5148771472308398,-0.2319169100774512,-0.3512794539149947,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,45,3.8066624897703196
13163805,35491461,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,0.0384113616683391,-0.20870895318193736,1.102329426927608,-0.2319169100774512,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,70,4.248495242049359
15718431,11046682,1.4519094158144754,-0.5881829844269288,1.4324305949669445,-0.5138248598756082,-0.08745162287489171,-0.5148771472308398,-0.2319169100774512,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,30,3.4011973816621555
14967001,94255410,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.01681226048605564,-0.20870895318193736,1.102329426927608,-0.2319169100774512,-0.3512794539149947,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,50,3.912023005428146
15886823,47499392,-0.6652683621173804,-0.5881829844269288,0.06551755600539821,-0.5138248598756082,0.39757769835329093,0.4092408951454161,-0.2319169100774512,-0.3512794539149947,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,40,3.6888794541139363
7303459,23023786,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.5138248598756082,-0.08745162287489171,-0.5148771472308398,0.018675624680914396,-0.3512794539149947,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,42,3.7376696182833684
7627532,40012237,0.7461834898371901,-0.5881829844269288,0.06551755600539821,-0.4309894266440161,-0.20870895318193736,1.102329426927608,0.1439718920600972,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,99,4.59511985013459
15753136,101828420,-0.6652683621173804,-0.5881829844269288,-0.6179389634753749,-0.26531856018083194,-0.20870895318193736,-0.5148771472308398,-0.2319169100774512,1.0399263041641926,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,59,4.07753744390572
17606679,75847885,0.7461834898371901,-0.5881829844269288,0.7489740754861713,-0.5414366709528057,-0.08745162287489171,1.102329426927608,-0.1066206426982684,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,70,4.248495242049359
5957043,30922450,0.7461834898371901,-0.5881829844269288,0.7489740754861713,-0.4033776155668188,-0.20870895318193736,-0.5148771472308398,0.1439718920600972,-0.3512794539149947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,80,4.382026634673881
3204444,16237594,1.4519094158144754,3.0205560596593055,1.4324305949669445,-0.5138248598756082,-0.20870895318193736,-0.5148771472308398,0.26926815943928,-0.3512794539149947,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90,4.499809670330265
